Late show up percentage,Project initiative percentage,Percentage of project delivery on time,Percentage of emails exchanged,Percentage of responsiveness,Percentage of professional email response,Percentage of sharing ideas,Percentage of helping colleagues,Percentage of entrepreneurial posts on LinkedIn,Percentage of Facebook comments,Quitting
0.677535996,0.427628939,0.226707518,0.727759894,0.223948745,0.21137788,0.18679877,0.600439845,0.632534166,0.276238959,1
0.744569031,0.790621406,0.307376483,0.473884731,0.439951578,0.413654479,0.630988133,0.398632998,0.700359379,0.614012799,1
0.46444602,0.860481208,0.431668849,0.722389817,0.586088673,0.548781762,0.352523153,0.806485691,0.254545266,0.601106524,0
0.171470366,0.565175066,0.567232931,0.475258456,0.570426417,0.249750695,0.590520945,0.686198471,0.341872146,0.726439537,0
0.731769548,0.623715029,0.538110575,0.231992687,0.678196641,0.59085449,0.575188862,0.548973948,0.818103147,0.376742961,0
0.399837451,0.274701978,0.452940541,0.140068949,0.582429149,0.378382267,0.634975607,0.653007801,0.698709831,0.423050323,0
0.345614008,0.46302658,0.581374319,0.309140592,0.383620659,0.513167053,0.481284567,0.882007205,0.629058127,0.627026127,0
0.814662268,0.275036961,0.577217113,0.460100428,0.230153255,0.280522096,0.555226061,0.486674011,0.751221101,0.643968862,1
0.447885788,0.284331813,0.437538298,0.853854123,0.355014533,0.827907497,0.36103001,0.768090051,0.16719425,0.615795344,0
0.308659518,0.527179525,0.512940625,0.270613204,0.582497274,0.761022589,0.514823486,0.848484913,0.192081361,0.403647513,0
0.534171092,0.357029135,0.160112488,0.505896671,0.455891773,0.154794203,0.431818222,0.388788975,0.749225338,0.515536757,1
0.740672105,0.453212182,0.224439332,0.293262411,0.57752563,0.382698801,0.456099295,0.467355001,0.72515085,0.598456168,1
0.575439404,0.645793539,0.543914733,0.404360925,0.236166043,0.299057815,0.70030853,0.525038859,0.754054987,0.637948776,1
0.444558527,0.352116684,0.246981696,0.351371562,0.443782655,0.432306832,0.541306372,0.596338054,0.657597498,0.806012062,1
0.557809515,0.551271254,0.520926634,0.356798444,0.191980139,0.161373679,0.725084868,0.444572956,0.712155454,0.470079717,1
0.609870937,0.331839933,0.391879923,0.275701259,0.758382528,0.439347481,0.227297675,0.359803638,0.760589687,0.530743423,1
0.438345212,0.636559116,0.314588244,0.159593444,0.559075273,0.530944184,0.722611872,0.509413345,0.346170913,0.58745594,0
0.40640426,0.566340904,0.462727167,0.481648228,0.416050178,0.537359551,0.789824993,0.964606113,0.458158823,0.574667811,0
0.199171094,0.832578428,0.346205306,0.418588641,0.512087048,0.561249805,0.636381888,0.463790987,0.227152419,0.508503832,0
0.484428699,0.417380649,0.282060065,0.389044252,0.752241681,0.619457491,0.225720806,0.41566918,0.60918424,0.770951064,1
0.619605067,0.466784022,0.457511556,0.3583912,0.193143053,0.337995866,0.592752547,0.415171078,0.711790761,0.748291753,1
0.479040498,0.37732451,0.179245624,0.34626417,0.462382106,0.667163555,0.516033593,0.073975688,0.438142547,0,1
0.373274717,0.202619235,0.444166066,0.376412343,0.414530458,0.407403719,0.240666276,0.047353814,0.644960049,0.405368338,1
0.428386562,0.681484765,0.728611348,0.143673162,0.671374441,0.575432833,0.349866367,0.567946424,0.317966243,0.491624472,0
0.492116237,0.422756721,0.331025259,0.436533211,0.470013524,0.135603063,0.428317806,0.553322447,0.669952788,0.761055331,0
0.925723018,0.4552298,0.319362341,0.250267733,0.638280951,0.422649668,0.277673133,0.365234151,0.511739636,0.194073704,1
0.349457705,0.247723255,0.440472227,0.484375634,0.347716578,0.410204193,0.513507599,0.411531911,0.737601823,0.849762921,1
0.721029854,0.403759499,0.106764122,0.416126437,0.495307478,0.511161302,0.289292108,0.273674875,0.653994613,0.521498023,1
0.513681337,0.676413295,0.431757345,0.122438079,0.564576573,0.721286832,0.564243496,0.567300628,0.407406278,0.584070313,0
0.276515587,0.377517719,0.642881475,0.249571588,0.890376687,0.497806599,0.502935675,0.774523565,0.507573649,0.410440829,0
0.252610764,0.37346562,0.768278544,0.474069542,0.760267785,0.621481114,0.513424201,0.798480776,0.366658462,0.699413593,0
0.898868429,0.381151657,0.33707568,0.498607778,0.393579411,0.31272692,0.433357131,0.781407354,0.658962253,0.526708723,1
0.649758252,0.090934816,0.207305931,0.321166919,0.574566854,0.284016612,0.299094144,0.373814364,0.565024543,0.473528714,1
0.200132106,0.405951311,0.299311414,0.291250609,0.238914603,0.489882992,0.380975407,0.652739839,0.525758698,0.534119163,1
0.401962726,0.630840734,0.835579418,0.398505634,0.554706373,0.491875721,0.488276404,0.816982349,0.509117229,0.68261414,0
0.390506244,0.5638956,0.264744461,0.550243446,0.220908252,0.608568173,0.507022785,0.503905367,0.834639606,0.59381574,1
0.6388706,0.607802878,0.592677245,0.263003464,0.644104997,0.218806369,0.573590601,0.56425146,0.268542183,0.721293619,0
0.9383995,0.269365345,0.312321712,0.296817707,0.4751462,0.579072397,0.548781766,0.408219988,0.579784648,0.583973579,1
0.631044054,0.303619527,0.823711205,0.644283345,0.865898981,0.825059904,0.24249031,0.492827629,0.461789078,0.658787683,0
0.323160663,0.546473943,0.438207942,0.356269888,0.136570229,0.218240164,0.457803764,0.537870749,0.510608916,0.651573331,0
0.196372488,0.638404816,0.646079327,0.258473021,0.600444608,0.473183542,0.652502885,0.484079916,0.688633675,0.4737749,0
0.375327463,0.428009812,0.267588966,0.36296923,0.54823392,1,0.282941233,0.523567483,0.319403515,0.478021268,0
0.599465701,0.662063007,0.536415478,0.396708908,0.496131557,0.669776753,0.471847552,0.107325276,0.775319407,0.564319344,1
0.498945512,0.391540571,0.19125839,0.342047158,0.791931075,0.500741329,0.484373169,0.281881547,0.775794593,0.421453132,1
0.458000747,0.80494124,0.565922045,0.503104285,0.743602741,0.731425036,0.594984016,0.668616105,0.329015746,0.753448886,0
0.15973467,0.401954363,0.43505458,0.424954583,0.21821929,0.477619832,0.542063582,0.214254342,0.613249231,0.611843869,1
0.762889449,0.39846194,0.237291829,0.260566323,0.384285311,0.433751095,0.370406475,0.312534791,0.623088575,0.583046533,1
0.561634731,0.54953585,0.885879124,0.5838476,0.813254332,0.495631886,0.373233224,0.85749566,0.296022204,0.540208916,0
0.4570086,0.354475305,0.646738534,0.474117585,0.663352505,0.204637775,0.381586946,0.76927351,0.664803471,0.726721857,0
0.352991049,0.405646638,0.404011354,0.234952621,0.442306707,0.382732441,0.322114019,0.481644271,0.585598001,0.770282054,1
0.72693966,0.527014805,0.743414816,0.159164474,0.302777268,0.464214988,0.248539298,0.459828961,0.44258114,0.49790574,0
0.451268191,0.783085577,0.438436071,0.502837108,0.879583397,0.729439307,0.670253321,0.407124927,0.566981285,0.65422106,0
0.644481898,0.657897585,0.310603891,0.55043709,0.652296027,0.754593456,0.249550266,0.445601015,0.746059683,0.646816165,1
0.36772275,0.65007611,0.539496706,0.307222104,0.845179393,0.458819978,0.380687858,0.536842252,0.358838556,0.756557119,0
0.256142209,0.256814284,0.340386612,0.57454935,0.567945301,0.415203189,0.303934799,0.696506142,0.473800168,0.827857921,1
0.348143732,0.556788166,0.34032982,0.496162215,0.385646786,0.246359096,0.87285607,0.79256248,0.45522013,0.474651188,0
0.725164769,0.415915221,0.301785762,0.5363517,0.68261598,0.13932107,0.452793138,0.430563024,0.804663879,0.501119066,1
0.495894959,0.543673967,0.639603913,0.193721904,0.440286909,0.636025054,0.222754598,0.525234847,0.65178923,0.638229295,1
0.752967434,0.233073463,0.387371689,0.42241768,0.698405913,0.232815577,0.651738094,0.19776717,0.402423901,0.688874368,1
0.278265766,0.704533782,0.556419532,0.331684795,0.193839671,0.799078078,0.484599236,0.589650788,0.206620581,0.394467938,0
0.78674759,0.54813559,0.315791964,0.358213971,0.634308538,0.510934912,0.289885371,0.431989265,0.822238765,0.116114649,1
0.58404641,0.651762891,0.617103644,0.682177268,0.529472887,0.691074944,0.549922059,0.119316957,0.574822071,0.820590044,0
0.407507348,0.717758671,0.611985653,0.421070442,0.62669243,0.883019827,0.520276531,0.835613301,0.319926972,0.512787803,0
0.374657118,0.72969427,0.562666308,0.192136269,0.432173487,0.537512843,0.551302942,0.715479054,0.303664055,0.571627295,0
0.543472718,0.542264033,0.294237574,0.417736496,0.612482691,0.180782235,0.535912067,0.714278572,0.789443862,0.432457627,1
0.35859826,0.546276336,0.185916489,0.716492419,0.573491335,0.782061159,0.707349956,0.631416593,0.558593334,0.670916163,1
0.322473694,0.796359275,0.589926733,0.337215019,0.508872943,0.790609849,0.569392125,0.735160144,0.522896994,0.511198247,0
0.369599676,0.569752515,0.071469136,0.415516712,0.401548604,0.418214589,0.51561895,0.438538075,0.409595496,0.66981871,1
0.074124235,0.48176351,0.628659508,0.581800481,0.691106608,0.761622423,0.520529504,0.688665693,0.423394276,0.632487639,0
0.788457054,0.398904655,0.242681178,0.354482637,0.653437816,0.302313314,0.43877484,0.58650687,0.488558039,0.72803578,1
0.227648565,0.44749053,0.596893313,0.594315668,0.642544757,0.289892012,0.253044707,0.838100686,0.371126126,0.645291472,0
0.306014816,0.002585647,0.646555123,0.470693588,0.455245228,0.787886948,0.823809707,0.560061182,0.641342048,0.342944051,0
0.89104505,0.647541735,0.31847825,0.347802429,0.4162782,0.446974352,0.469753943,0.43967125,0.70730049,0.507043554,1
0.2841939,0.481712315,0.107397726,0.642150496,0.452634299,0.676459232,0.543934747,0.612129899,0.580529974,0.673103208,1
0.117926019,0.60084761,0.657246699,0.54150367,0.647963779,0.395324283,0.623190831,0.720281574,0.508994591,0.652646201,0
0.343738227,0.775503978,0.618561099,0.225436554,0.435618554,0.465263066,0.546441997,0.616144913,0.442836816,0.642695043,0
0.365940474,0.490470191,0.627568674,0.167935797,0.878934043,0.695600382,0.485588333,0.570423843,0.348198689,0.531860747,0
0.259296666,0.655456172,0.100130041,0.639667641,0.694268523,0.624326826,0.339462921,0.290635025,0.477063779,0.422226928,1
0.28825007,0.586402213,0.648065572,0.298362344,0.483429327,0.508210176,0.28519905,0.735572065,0.61087044,0.638834434,0
0.498577331,0.708735174,0.694239506,0.623912784,0.432021535,0.979891329,0.378173618,0.681968754,0.608192648,0.564415989,0
0.424780308,0.582355291,0.495041556,0.472546763,0.271375303,0.525625072,0.369586941,0.451596067,0.910295357,0.610063204,1
0.190856191,0.395581406,0.561406943,0.347842661,0.657784352,0.877110546,0.706461922,0.691003522,0.471888127,0.501482371,0
0.376640744,0.357822932,0.246742993,0.505314649,0.455472654,0.230600557,0.596251323,0.314152987,0.85177492,0.420295731,1
0.384699061,1,0.456350534,0.475096007,0.731253533,0.652340856,0.426636704,0.633700511,0.444495522,0.370026751,0
0.415490013,0.257933184,0.048714599,0.479904577,0.486344428,0.406999547,0.559007968,0.36966804,0.752727105,0.243344224,1
0.784321888,0.288811611,0.553464073,0.181196189,0.372958308,0.451722477,0.195491874,0.493594118,0.58264574,0.522169375,1
0.051306752,0.601169765,0.301779702,0.608522191,0.620176661,0.493961541,0.566382805,0.6710466,0.200432002,0.3507054,0
0.508867654,0.298643387,0.258941056,0.445760888,0.458507578,0.655739684,0.383560937,0.196941678,0.636061464,0.78732381,1
0.291423835,0.406650449,0.488094803,0.484430056,0.612094229,0.264727741,0.387331617,0.732171319,0.702968404,0.728523035,0
0.530848753,0.484630281,0.284648025,0.342097244,0.548096778,0.492977885,0.781769264,0.479180026,0.50059902,0.841941078,1
0.786116071,0.460424162,0.382904362,0.220750726,0.376758319,0.336151636,0.434114361,0.564284921,0.615433793,0.643259102,1
0.600423997,0.524169448,0.496691148,0.423932741,0.295998486,0.399296912,0.32246661,0.417393246,0.809210745,0.75220868,1
0.510608051,0.386790703,0.371192594,0.412198419,0.509273629,0.456840782,0.540906191,0.598880241,0.961787105,0.552463633,1
0.527267346,0.488491983,0.353361852,0.239479807,0.382745585,0.545229235,0.402898867,0.401193644,0.831074201,0.565110687,1
0.496910308,0.520812994,0.52657566,0.097162295,0.33523115,0.300177747,0.490581182,0.608237396,0.237502144,0.475320426,0
0.39160512,0.491102645,0.49157595,0.151094574,0.504247385,0.284109974,0.450542777,0.358446786,0.616973944,0.626981545,1
0.431598088,0.383117633,0.240589127,0.308312729,0.500156009,0.268507661,0.322937204,0.11859396,0.488970172,0.502530599,1
0.306868946,0.583555448,0.548123537,0.554144738,0.82921228,0.598444012,0.754770291,0.851607412,0.386637632,0.608993181,0
0.555073163,0.407947702,0.382910644,0.191802566,0.44018006,0.447995543,0.589410153,0.324098398,0.848608017,0.230247525,1
0.384684739,0.595421365,0.633054051,0.419806948,0.400584394,0.734808702,0.671734576,0.82751387,0.391856164,0.73511711,0
0.323335963,0.559954748,0.626488978,0.117082764,0.632433052,0.78476299,0.527728204,0.621658065,0.435555722,0.407969057,0
0.695908679,0.203453769,0.316284983,0.301682059,0.335529913,0.602900131,0.622849532,0.473777667,0.384514997,0.802919143,1
0.614721266,0.64583207,0.38337556,0.277583386,0.903874698,0.707688346,0.598427365,0.565832692,0.273266757,0.567012137,0
0.384373783,0.841311837,0.769897084,0.373469548,0.648313637,0.427849244,0.334967529,0.714836633,0.374225284,0.494823566,0
0.307803869,0.764240903,0.426186041,0.385260385,0.940810269,0.329441226,0.387081753,0.517940147,0.545682412,0.360073163,0
0.526945558,0.461330962,0.698009216,0.320563024,0.492189165,0.794660165,0.362570808,0.927221752,0.450055252,0.524443328,0
0.482604311,0.69067551,0.306577748,0.429542105,0.588272891,0.537422614,0.510591097,0.539943009,0.389109573,0.909695305,0
0.775174933,0.197438051,0.891670516,0.497702271,0.213877553,0.543919218,0.617913493,0.224389628,0.376879596,0.56028678,1
0.392108161,0.479893225,0.881521035,0.311103811,0.464244772,0.480831642,0.616316751,0.870133975,0.31302323,0.412814748,0
0.705913002,0.641218849,0.259042043,0.620830289,0.621646477,0.543020331,0.816860183,0.748357641,0.477232353,0.668560692,0
0.501641802,0.387126362,0.257326251,0.578810126,0.229708788,0.566276326,0.441956837,0.153045554,0.693972902,0.692527874,1
0.206955395,0.37091016,0.430229048,0.428290352,0.594166211,0.142463216,0.760767056,0.680333526,0.316009176,0.514018749,0
0.760653094,0.376561646,0.444046231,0.273399723,0.374040554,0.614461909,0.318518137,0.382704258,0.618074555,0.765942032,1
0.513924393,0.699009286,0.787994928,0.605538202,0.659294557,0.593167014,0.191815452,0.767227571,0.307597533,0.658138028,0
0.762908171,0.213666578,0.230869883,0.269040444,0.372713828,0.498870895,0.415294123,0.648522127,0.366528243,0.626590338,1
0.552675441,0.788840001,0.842152001,0.466579534,0.425775291,0.655092335,0.46899904,0.75232456,0.465190701,0.649305119,0
0.595102791,0.338789087,0.275819345,0.376623086,0.545029001,0.51520755,0.249662941,0.321553333,0.61315229,0.811616867,1
0.402517769,0.492543355,0.740388123,0.332718894,0.68960167,0.371001301,0.737158541,0.79185812,0.160094029,0.483453742,0
0.504275462,0.58558669,0.578275834,0.225281494,0.649719234,0.152721529,0.306408557,0.512142677,0.396056036,0.631553784,0
0.418202009,0.47681008,0.20982624,0.39032591,0.604139945,0.854461567,0.349846407,0.489241616,0.374506603,0.734411983,0
0.131766345,0.394924122,0.608448255,0.537195861,0.712938513,0.41220061,0.207467619,0.677219476,0.528158336,0.646669187,0
0.154127742,0.386662135,0.286443435,0.492796652,0.255360956,0.367140948,0.786939116,0.533674122,0.462850173,0.57219311,0
0.328974044,0.765780149,0.663410765,0.408150611,0.688958716,0.426867468,0.195206006,0.703343716,0.401320381,0.576414803,0
0.362079932,0.806434459,0.63059236,0.385512278,0.734599336,0.294646926,0.393709472,0.583399679,0.516040024,0.65086787,0
0.562849504,0.293106475,0.107809735,0.30164975,0.454436157,0.46848279,0.401514996,0.289891184,0.546982187,0.615076471,1
0.298094995,0.584616736,0.322297701,0.31779817,0.407997251,0.734189729,0.584445151,0.381102931,0.61037108,0.698764568,0
0.637567807,0.788347359,0.39000684,0.395822797,0.656663203,0.301433767,0.674726903,0.133321476,0.400548843,0.068670584,0
0.281181657,0.684669203,0.186623566,0.497326979,0.449042647,0.804142949,0.735432551,0.58815518,0.328702618,0.465948744,0
0.504631599,0.205302497,0.314787566,0.323544692,0.729387416,0.670270606,0.446314968,0.275298562,0.529630927,0.771817885,1
0.266307123,0.60601014,0.601065422,0.528869724,0.691196626,0.495751303,0.50267659,0.835888401,0.706978861,0.624147707,0
0.508246658,0.812513151,0.479298074,0.324377732,0.309252119,0.493770026,0.499182378,0.744343563,0.472196788,0.663756579,0
0.814234558,0.539210547,0.128611516,0.56636933,0.604388743,0.348718938,0.395891955,0.285397756,0.418995613,0.645519156,1
0.706579147,0.503255614,0.747500239,0.403323139,0.711055718,0.400919085,0.190888334,0.131752313,0.669354063,0.367026771,1
0.600392163,0.592696137,0.201380808,0.446510988,0.435446567,0.339310469,0.632833317,0.230067255,0.778311123,0.457734307,1
0.221501061,0.562182553,0.460597641,0.451515868,0.300044741,0.403029865,0.619623627,0.649043612,0.275361174,0.785483199,0
0.178315449,0.564573661,0.669223996,0.365904356,0.325013393,0.756395656,0.322610525,0.667335252,0.590810672,0.511674284,0
0.662715952,0.640632832,0.426316337,0.558351066,0.886861036,0.666616857,0.369430197,0.716830221,0.691947544,0.632959369,0
0.526831895,0.334081492,0.255382709,0.411508395,0.493035542,0.346312715,0.377116523,0.085159205,0.409612583,0.717446712,1
0.851389002,0.018195488,0.525964778,0.464630774,0.510249637,0.649176099,0.640390896,0.163699415,0.48408871,0.581007045,1
0.666409912,0.282118002,0.370964665,0.144445104,0.379750942,0.569522626,0.21185032,0.452906212,0.626220961,0.445656715,1
0.547549572,0.392010741,0.295129506,0.485333075,0.615283317,0.655117771,0.496943524,0.546063381,0.946513226,0.559726932,1
0.400113988,0.577100594,0.524960172,0.178507591,0.7651927,0.821933858,0.463297332,0.686584866,0.481157218,0.457876896,0
0.504342639,0.355013458,0.255574768,0.187060517,0.705603686,0.722383775,0.768887774,0.577343062,0.389210641,0.476369847,0
0.650526363,0.468219522,0.393412246,0.186850744,0.284939046,0.393036962,0.239830127,0.433507745,0.685356464,0.463392121,1
0.348411869,0.695046137,0.502072683,0.360360263,0.904810961,0.264815182,0.357307184,0.607544348,0.325820837,0.533333495,0
0.706075796,0.410496424,0.26441824,0.298743366,0.55372975,0.566722224,0.276924047,0.446799268,0.672524577,0.699513305,1
0.169687137,0.347606673,0.521159692,0.326100543,0.836926717,0.446370701,0.685974652,0.454472206,0.721430771,0.315439372,0
0.455503363,0.245271159,0.166689039,0.933976785,0.471660058,0.474699696,0.849690639,0.519692081,0.503870055,0.468152539,1
0.841551772,0.434297937,0.263386923,0.584794311,0.661274675,0.718827489,0.375888784,0.451235461,0.772825557,0.604142995,1
0.547022871,0.448487729,0.340647756,0.40847942,0.796236182,0.11574488,0.382591355,0.427790653,0.643307487,0.634411217,1
0.852752647,0.647142163,0.186059629,0.611765434,0.508021321,0.37003185,0.526015092,0.32359593,0.680052133,0.525962952,1
0.760916003,0.567761482,0.813323073,0.26743201,0.685554716,0.44635411,0.493105413,0.708748645,0.376564538,0.606827153,0
0.73425086,0.410207906,0.489557547,0.274311178,0.3628849,0.256563791,0.427016798,0.348736588,0.734221132,0.617840349,1
0.598249455,0.496361899,0.165859777,0.344362072,0.697841558,0.679431586,0.74432201,0.497360059,0.550882588,0.649192584,1
0.631167072,0.561905569,0.203797792,0.450759931,0.801165751,0.50327612,0.43790417,0.672503631,0.652531641,0.673292392,1
0.597770107,0.784572711,0.552434145,0.255179802,0.267312335,0.509578094,0.42432937,0.769234999,0.575538529,0.42653403,0
0.250193599,0.508915438,0.47557077,0.75288372,0.301654675,0.856096764,0.213707095,0.691098304,0.159295385,0.309031738,0
0.607126811,0.316573494,0.220677486,0.21015792,0.703031969,0.819971683,0.430845947,0.529794942,0.530275401,0.497285298,1
0.546730146,0.626728594,0.449056546,0.432073771,0.176941307,0.74042351,0.786623446,0.772214138,0.187219826,0.420624661,0
0.772887132,0.750647492,0.351837544,0.500283862,0.434106163,0.537504336,0.270618061,0.66711384,0.373115378,0.73612346,0
0.425085795,0.334976614,0.164700812,0.358535203,0.693487381,0.599749691,0.5569963,0.302845555,0.537954468,0.733812073,0
0.173555532,0.420337456,0.151126188,0.571269654,0.368446671,0.597265784,0.315643867,0.233119811,0.618695552,0.309008613,1
0.392901263,0.71834978,0.368431221,0.40751339,0.585937022,0.109233726,0.609405485,0.598198058,0.688913442,0.385372126,0
0.529453833,0.71856507,0.326892257,0.373609713,0.31471207,0.490716843,0.691690546,0.479641831,0.327247822,0.793535094,0
0.642325291,0.355195041,0.173895394,0.440752062,0.702589791,0.563677159,0.441239674,0.326490019,0.852429504,0.432668752,1
0.315553483,0.620985347,0.692552674,0.530230536,0.705728704,0.656014634,0.633538931,0.568634639,0.553151801,0.861550876,0
0.448518217,0.978286882,0.364194574,0.496015881,0.54398862,0.49909895,0.512772915,0.550741703,0.349234956,0.653916189,0
0.306675888,0.345865355,0.21894044,0.650139531,0.744843931,0.222651733,0.385147231,0.581343702,0.391741146,0.720694857,0
0.822026176,0.210451395,0.378684139,0.21782452,0.631110053,0.463928064,0.38837827,0.662907492,0.378660714,0.607200305,0
0.482856082,0.430558966,0.183692231,0.296692305,0.498223075,0.404852225,0.657356177,0.199638055,0.498744571,0.647036178,1
0.633227194,0.247603302,0.186507063,0.409125645,0.754787058,0.282857318,0.413133821,0.525467984,0.616608787,0.656341025,1
0.489959411,0.525578248,0.540186129,0.302932893,0.763900866,0.483270274,0.648042972,0.924263226,0.227559295,0.453730155,0
0.287149657,0.533348192,0.68507633,0.357413,0.666555787,0.707851793,0.677635647,0.38733773,0.524572053,0.792046776,0
0.534659594,0.361319758,0.036995237,0.579804021,0.536317347,0.274447619,0.25192061,0.401491343,0.570653397,0.52588766,1
0.23252433,0.379500654,0.708533163,0.423853672,0.507076008,0.29925114,0.354672085,0.722232195,0.162695106,0.643374466,0
0.829030165,0.181387275,0.505656243,0.428823655,0.112183552,0.569047204,0.435586287,0.636420187,0.719104785,0.470319692,1
0.369227386,0.568385782,0.450789595,0.442597995,0.635619698,0.719611805,0.375780298,0.405290087,0.813116628,0.723092997,1
0.827009367,0.526730541,0.288891043,0.162827552,0.587406201,0.697323684,0.417077348,0.583166848,0.521370163,0.290933643,1
0.228054783,0.53740948,0.581230829,0.556078118,1,0.419133091,0.535888369,0.458497883,0.334972513,0.698723985,0
0.615594892,0.448004152,0.499890313,0.123991249,0.82758041,0.414968618,0.63529152,0.458482658,0.667786598,0.395745204,1
0.397921038,0.711748008,0.580507571,0.361680327,0.69918871,0.369424375,0.445143089,0.786423191,0.153843996,0.568732145,0
0.326175493,0.729193331,0.357665571,0.528101468,0.409179591,0.385461031,0.507893867,0.77107323,0.540655469,0.730324921,0
0.535949111,0.351626978,0.242498057,0.38410248,0.562001792,0.134095158,0.588248032,0.59478356,0.346486131,0.726632307,1
0.551304186,0.283456582,0.305158189,0.513235996,0.119735818,0.213942488,0.338087227,0.675010889,0.563872706,0.614317069,1
0.554693396,0.528584078,0.49519802,0.337756092,0.620166104,0.543527547,0.292179833,0.594237639,0.278970317,0.907879868,0
0.385825548,0.632262814,0.62268621,0.26210755,0.813941375,0.376983022,0.68663505,0.496230148,0.322293291,0.674869128,0
0.313738472,0.393120497,0.363081664,0.190179994,0.530687154,0.703811704,0.722666518,0.513034242,0.334632296,0.645666795,0
0.75275945,0.064226178,0.280386736,0.467042457,0.742097545,0.205464602,0.751812408,0.385560418,0.467406142,0.390225534,1
0.48179818,0.675421283,0.716396962,0.432017173,0.656499562,0.799610681,0.280345103,0.772701423,0.228010662,0.577968253,0
0.305886161,0.723256463,0.549001216,0.460647764,0.651399898,0.615027089,0.829339376,0.593081274,0.297018656,0.713859358,0
0.380550127,0.507239121,0.970445635,0.500336053,0.255762174,0.581506162,0.47913721,0.635020898,0.381923893,0.68732926,0
0.463220822,0.627363538,0.452126014,0.22545646,0.765001074,0.201394657,0.623244328,0.638763876,0.309676045,0.507307058,0
0.542866241,0.670179603,0.536139295,0.317589259,0.993371638,0.453524123,0.220122916,0.363507712,0.364028902,0.464151227,0
0.575395095,0.359401284,0.695815314,0.507270298,0.587372075,0.494681751,0.627521294,0.738082285,0.336184755,0.949194075,0
0.574967665,0.097209941,0.168025207,0.388669266,0.460516121,0.302547381,0.317542234,0.388435694,0.562398886,0.595004202,1
0.265528065,0.642331578,0.424642307,0.263030553,0.602122603,0.565200439,0.273891107,0.71466204,0.471286799,0.58926496,0
0.64325316,0.390240547,0.539064051,0.414460677,0.741551957,0.713736171,0.468006994,0.502153701,0.85879917,0.698496332,1
0.257643606,0.673144189,0.396480409,0.205586101,0.557744489,0.495055715,0.57114358,0.701882746,0.355539586,0.528495575,0
0.180787158,0.397274619,0.358793336,0.468537011,0.588797136,0.824069124,0.427132156,0.62758889,0.37970233,0.745490364,0
0.722890687,0.488028101,0.349407685,0.268907336,0.495091205,0.478348551,0.528282409,0.47261519,0.811126857,0.61981364,1
0.376689491,0.661446747,0.362810866,0.492277349,0.809138132,0.550188438,0.767121667,0.882027707,0.529539203,0.238272168,0
0.59074412,0.27456615,0.390714014,0.418671203,0.236994385,0.942752439,0.484430985,0.477931957,0.564786129,0.722140346,1
0.387806774,0.718582851,0.346491206,0.519117461,0.546658176,0.451530942,0.754997528,0.873714851,0.532836874,0.560511678,0
0.567385266,0.672247897,0.874174928,0.425311861,0.179888414,0.399216812,0.49755089,0.677665718,0.201633664,0.495568837,0
0.620198019,0.586815098,0.181662836,0.286645242,0.727431553,0.486453301,0.463322001,0.333685118,0.598981636,0.607547746,1
0.22351346,0.486676567,0.663305082,0.402913914,0.44938779,0.663432966,0.509549345,0.661347277,0.60787325,0.796594547,0
0.135595404,0.715672013,0.450157408,0.436844655,0.410321332,0.858107865,0.578927589,0.619792485,0.396876111,0.453930238,0
0.579359907,0.56169783,0.205171508,0.470388183,0.731133968,0.510458554,0.346683754,0.140230298,0.426660215,0.700225869,1
0.480111192,0.575582071,0.753495526,0.150964357,0.422737274,0.209496906,0.536147526,0.593611489,0.258055103,0.316907366,0
0.89179344,0.514735157,0.455488213,0.258113255,0.434575147,0.479912931,0.61799486,0.289277934,0.670203976,0.527550983,1
0.289535664,0.523201927,0.468599438,0.563168022,0.308162383,0.332078157,0.115419925,0.661385364,0.383695667,0.717551543,0
0.557033426,0.660500949,0.297601666,0.293812793,0.491991444,0.554062247,0.633969378,0.399724577,0.719738965,0.671898803,1
0.315527587,0.491217386,0.387863983,0.371833535,0.481059866,0.604183828,0.436991758,0.769892851,0.265000176,0.800682753,0
0.685683962,0.398946586,0.3634911,0.22384046,0.430093611,0.328958477,0.21127347,0.252845189,0.662674057,0.396044843,1
0.671637559,0.403299641,0.180370004,0.550460408,0.365181203,0.287842582,0.146151363,0.631433856,0.58160455,0.574777311,1
0.346509916,0.204135728,0.517623238,0.44248381,0.737187357,0.672647631,0.783306026,0.673626021,0.519263196,0.769285682,0
0.308866892,0.670504656,0.756738658,0.31498719,0.595135092,0.142362117,0.613368035,0.589020903,0.313282191,0.423169612,0
0.751039209,0.382657057,0.372097361,0.35056706,0.443719583,0.421491652,0.578412812,0.395626872,0.527663359,0.894885474,1
0.720976698,0.34755921,0.131810215,0.438640351,0.671064563,0.371673083,0.578713336,0.645375381,0.714474121,0.511046475,1
0.303483527,0.475393367,0.270908245,0.509860349,0.317154835,0.682697314,0.071526382,0.641100039,0.654515542,0.291216654,0
0.8644061,0.443684199,0.062906074,0.429942279,0.518844828,0.708830905,0.451290784,0.324232654,0.4087793,0.353342121,1
0.316343004,0.65693433,0.45969576,0.329676091,0.573626183,0.897268787,0.384470994,0.679865546,0.39826446,0.605502601,0
0.753049488,0.757732109,0.355198242,0.374652639,0.502253378,0.408843979,0.475449301,0.420660093,0.774144867,0.544722362,1
0.590156601,0.471628682,0.158343374,0.576035157,0.492063261,0.674453301,0.591210311,0.15182887,0.550995079,0.732271594,1
